Rating,Number of Reviews,Installs,Size,Year,Month,Day,Minimum Version,Latest Version,Content Rating: Everyone,Content Rating: Teen,Content Rating: Everyone 10+,Content Rating: Mature 17+,Costs Money
4.019886494,352,10000,6800000.0,2015,9,29,4.3,2.0,1,0,0,0,1
4.230838776,1109,10000,22455984.2626,2017,5,7,4.05466738559,4.05466738559,1,0,0,0,1
4.142857075,147,5000,22455984.2626,2017,3,30,4.05466738559,4.05466738559,1,0,0,0,1
4.625,8,1000,63000000.0,2018,11,6,4.4,141.0,1,0,0,0,0
4.923077106,26,100,2300000.0,2019,3,24,4.1,1.0,1,0,0,0,1
4.350744247,7256,500000,2000000.0,2019,3,24,4.0,0.7,1,0,0,0,0
4.352631569,380,50000,58000000.0,2016,12,9,4.3,1.5,1,0,0,0,0
4.262341976,17481,100000,38000000.0,2018,8,1,4.4,3.6,1,0,0,0,1
4.643693924,15453,1000000,22455984.2626,2019,2,13,4.05466738559,4.05466738559,1,0,0,0,0
4.479664326,218186,1000000,22455984.2626,2019,3,25,4.05466738559,4.05466738559,1,0,0,0,1
4.602133274,25780,100000,17000000.0,2018,7,24,4.4,1.1,1,0,0,0,1
4.343780041,16656,100000,38000000.0,2018,8,1,4.4,3.6,1,0,0,0,1
4.484343052,14083,100000,22455984.2626,2018,7,25,4.05466738559,4.05466738559,1,0,0,0,1
4.614367485,9076,100000,17000000.0,2018,7,24,4.4,1.1,1,0,0,0,1
4.324605942,3552,100000,17000000.0,2018,7,24,4.4,1.1,1,0,0,0,1
4.423017025,15380,100000,17000000.0,2018,7,24,4.4,1.1,1,0,0,0,1
4.376949787,1154,100000,19000000.0,2019,3,28,4.1,2.0,1,0,0,0,0
4.272727489,22,1000,3500000.0,2019,2,7,4.1,2.0,1,0,0,0,0
4.733333111,15,1000,3200000.0,2018,12,10,4.1,6.0,1,0,0,0,0
3.333333254,3,500,17000000.0,2017,11,27,4.0,1.0,1,0,0,0,1
4.206078529,10035,1000000,66000000.0,2018,12,17,4.2,1.3,1,0,0,0,0
3.35185194,54,5000,17000000.0,2017,3,21,4.0,1.0,1,0,0,0,1
4.181877613,36772,500000,3100000.0,2017,12,1,4.3,1.2,1,0,0,0,1
3.566666603,60,5000,6200000.0,2017,8,25,4.1,1.0,1,0,0,0,1
4.699999809,120,1000,5100000.0,2017,8,18,2.3,3.3,1,0,0,0,1
4.418439865,141,10000,10000000.0,2019,3,27,4.0,1.3,1,0,0,0,0
4.833052158,593,100000,86000000.0,2019,2,25,4.1,3.0,1,0,0,0,0
4.235294342,17,100,1200000.0,2018,12,15,4.0,1.9,1,0,0,0,1
4.307692528,13,50,1015000.0,2016,10,13,3.0,1.0,1,0,0,0,1
3.156862736,51,500,1100000.0,2017,1,19,2.3,1.2,1,0,0,0,1
3.436781645,174,50000,7300000.0,2019,1,29,5.0,1.3,1,0,0,0,0
4.393665314,442,10000,44000.0,2018,6,3,4.0,3.0,1,0,0,0,0
4.787536144,5568,50000,22455984.2626,2019,2,15,4.05466738559,4.05466738559,1,0,0,0,1
4.545454502,440,10000,7600000.0,2018,5,24,5.0,1.3,1,0,0,0,0
3.5,6,100,46000000.0,2017,7,11,4.4,1.0,1,0,0,0,1
4.181818008,11,100,11000000.0,2014,4,8,2.3,1.0,1,0,0,0,1
5,1,100,29000000.0,2017,4,17,4.4,1.0,1,0,0,0,1
3,1,100,62000000.0,2018,7,16,5.0,1.0,1,0,0,0,0
3,2,100,45000000.0,2018,8,30,5.0,0.1,1,0,0,0,1
4.395833492,48,1000,74000000.0,2017,11,7,4.4,1.2,1,0,0,0,0
3.843478203,345,10000,4300000.0,2016,4,4,2.3,1.0,0,0,1,0,0
4.5,8,50,22455984.2626,2016,12,9,2.3,4.05466738559,1,0,0,0,1
4.5,12,1000,9700000.0,2019,4,1,4.4,2.3,1,0,0,0,0
4.257270813,447,50000,649000.0,2015,12,31,2.3,0.0,1,0,0,0,0
4.394736767,266,50000,5000000.0,2018,10,17,4.0,1.0,1,0,0,0,0
3.95486927,842,50000,2600000.0,2014,6,11,2.2,1.1,1,0,0,0,0
3.853001595,3898,500000,3900000.0,2017,10,17,4.05466738559,4.05466738559,1,0,0,0,0
4.187124252,1165,100000,37000000.0,2016,12,15,4.0,2.1,1,0,0,0,0
4.333333492,138,10000,24000000.0,2016,12,12,4.0,2.1,1,0,0,0,0
4.818181992,11,100,30000000.0,2019,3,21,4.0,3.3,1,0,0,0,1
3.2808218,438,50000,13000000.0,2019,3,7,4.1,4.1,1,0,0,0,0
3.566440105,24857,1000000,17000000.0,2019,2,10,4.1,4.05466738559,1,0,0,0,0
4.483870983,155,1000,20000000.0,2018,5,10,4.4,1.0,0,0,1,0,1
4.404761791,42,5000,13000000.0,2019,3,22,4.1,1.6,1,0,0,0,0
4.631080627,7606,100000,87000000.0,2019,1,18,4.1,3.1,1,0,0,0,0
4.115134716,26925,5000000,49000000.0,2019,3,15,4.4,1.1,1,0,0,0,0
3.219512224,41,10000,19000000.0,2019,1,29,4.1,9.1,1,0,0,0,0
4.527927876,555,10000,1100000.0,2017,11,28,4.1,1.4,1,0,0,0,0
4.489795685,98,5000,2800000.0,2018,8,2,4.1,3.2,1,0,0,0,1
4.671875,192,1000,2500000.0,2018,2,18,4.1,1.5,1,0,0,0,1
5,1,10,5000000.0,2019,2,18,4.3,2.0,1,0,0,0,1
4.643382549,272,5000,4000000.0,2018,8,2,4.1,3.1,1,0,0,0,1
4.873494148,166,1000,5300000.0,2019,2,12,2.2,1.0,1,0,0,0,1
4.909718037,1595,10000,5600000.0,2019,2,18,2.2,1.2,1,0,0,0,1
4.174585819,905,500000,4400000.0,2019,2,27,4.0,1.2,1,0,0,0,0
4.255952358,336,100000,4700000.0,2019,2,25,4.0,1.1,1,0,0,0,0
4.697542667,529,100000,30000000.0,2017,12,16,2.3,1.0,1,0,0,0,0
4.319878101,1313,100000,237000.0,2012,8,8,2.2,2.1,1,0,0,0,0
4.604265213,422,100000,11000000.0,2017,11,26,4.1,1.5,1,0,0,0,0
3.8125,16,100,1300000.0,2017,1,2,4.1,1.0,1,0,0,0,1
5,9,100,1700000.0,2017,5,14,4.2,1.0,1,0,0,0,1
4.889323711,2810,5000,8000000.0,2019,3,25,4.4,18.0,0,0,0,1,1
4.808869839,33281,100000,8100000.0,2019,3,25,4.4,18.0,0,0,0,1,1
1,1,100,49000000.0,2019,3,11,4.4,1.5,1,0,0,0,0
4.528455257,246,50000,61000000.0,2018,9,6,4.1,1.3,1,0,0,0,1
1.399999976,10,5000,8000000.0,2016,12,20,4.0,1.0,1,0,0,0,0
4.130637646,643,100000,3400000.0,2019,2,18,5.0,5.0,1,0,0,0,0
4.785310745,177,5000,22455984.2626,2019,3,7,4.05466738559,4.05466738559,1,0,0,0,1
4.593429089,1461,10000,22455984.2626,2019,2,25,4.05466738559,4.05466738559,1,0,0,0,1
5,3,100,1500000.0,2019,3,8,4.4,1.0,1,0,0,0,0
4.071428776,14,500,2700000.0,2018,10,18,4.1,2.0,1,0,0,0,0
5,1,10,35000000.0,2019,2,25,4.4,1.0,1,0,0,0,0
3.5,44,500000,3400000.0,2019,1,31,5.0,4.1,0,1,0,0,0
4.610521317,17241,1000000,25000000.0,2018,10,15,4.0,1.1,1,0,0,0,0
4.652104855,1259,100000,23000000.0,2018,12,2,4.0,1.2,1,0,0,0,0
4.633064747,248,1000,5000000.0,2014,12,9,2.1,2.0,1,0,0,0,1
4.623376846,924,100000,56000000.0,2019,2,3,4.0,1.2,1,0,0,0,0
4.661734104,7231,1000000,27000000.0,2019,2,3,4.0,1.3,1,0,0,0,0
3.689655066,29,100,1400000.0,2018,9,23,4.0,1.1,1,0,0,0,1
3.661538363,65,1000,1400000.0,2018,10,4,4.0,1.4,1,0,0,0,1
4,1,10,2200000.0,2019,2,25,4.1,1.0,1,0,0,0,1
4.254237175,59,1000,2200000.0,2018,10,4,4.0,1.8,1,0,0,0,1
4.286315918,475,5000,22455984.2626,2018,6,8,4.0,2.0,1,0,0,0,1
4.125,32,5000,10000000.0,2018,4,30,4.0,31.0,1,0,0,0,0
3.826666594,75,5000,172000.0,2013,9,6,2.1,1.1,1,0,0,0,0
4.197654724,597,5000,22455984.2626,2019,3,22,4.05466738559,4.05466738559,1,0,0,0,1
2.666666746,6,100,4300000.0,2015,1,28,4.0,1.2,1,0,0,0,1
4.219511986,328,1000,22455984.2626,2018,6,29,4.05466738559,4.05466738559,1,0,0,0,1
3.727272749,66,1000,7100000.0,2015,7,6,4.0,1.1,1,0,0,0,0
5,1,100,3200000.0,2019,3,29,4.0,1.3,0,0,0,1,0
3,2,100,6700000.0,2016,11,15,4.0,1.0,1,0,0,0,0
3.564803839,841,10000,1600000.0,2018,7,11,5.0,2.1,1,0,0,0,1
4,4,100,270000.0,2013,7,22,1.5,1.0,1,0,0,0,1
3.666666746,36,5000,28000000.0,2017,10,30,4.0,1.0,1,0,0,0,0
3.553299427,197,5000,4500000.0,2016,8,19,3.2,4.0,1,0,0,0,0
4.44915247,118,1000,2200000.0,2018,6,30,4.0,10.0,1,0,0,0,1
4.909090996,11,500,11000000.0,2019,1,29,4.1,4.5,1,0,0,0,0
4.454545498,22,1000,12000000.0,2019,2,13,4.1,4.6,1,0,0,0,0
4.337984562,3870,50000,22455984.2626,2019,3,19,4.05466738559,4.05466738559,1,0,0,0,1
4.30228281,11390,100000,22455984.2626,2019,3,19,4.05466738559,4.05466738559,1,0,0,0,1
4.408527851,27697,500000,50000.0,2014,1,17,2.0,1.7,1,0,0,0,1
4.667105198,9880,50000,100000000.0,2019,2,27,4.4,1.0,0,1,0,0,1
4.469387531,98,5000,97000000.0,2018,12,4,4.1,1.0,1,0,0,0,1
4.348837376,43,500,22455984.2626,2015,9,5,4.05466738559,1.2,0,0,0,1,1
4.742440224,142565,500000,78000000.0,2018,10,8,4.1,1.0,0,1,0,0,1
4.18351078,376,5000,11000000.0,2017,5,19,4.1,1.2,0,0,0,1,1
3.764705896,17,500,64000000.0,2016,2,17,4.4,1.0,0,1,0,0,1
4.721640587,4681,100000,48000000.0,2016,2,12,4.4,1.0,0,0,1,0,1
4.21212101,33,500,22455984.2626,2015,6,24,4.1,4.05466738559,1,0,0,0,1
3.866666555,30,500,48000000.0,2015,5,28,4.2,1.2,1,0,0,0,1
4.768511772,15936,100000,94000000.0,2018,10,8,4.1,1.0,0,1,0,0,1
4.782608509,115,1000,22455984.2626,2015,5,28,4.05466738559,4.05466738559,0,0,0,1,1
4.244897842,49,500,23000000.0,2017,12,20,4.1,1.0,0,1,0,0,1
4.161904812,315,5000,13000000.0,2017,10,12,4.4,324.0,0,0,1,0,1
4.290043354,462,5000,9900000.0,2015,7,21,4.0,1.3,0,0,0,1,1
4.589473724,190,5000,27000000.0,2016,7,13,2.3,1.0,0,1,0,0,1
3.307692289,26,100,58000000.0,2016,10,4,6.0,12.0,0,0,0,1,1
4.394269466,1745,10000,93000000.0,2017,5,5,2.3,1.0,1,0,0,0,1
5,2,100,6700000.0,2018,8,7,4.1,0.1,1,0,0,0,0
4.339196205,398,50000,18000000.0,2019,1,9,4.1,1.3,1,0,0,0,0
4.543633938,699,10000,14000000.0,2019,3,11,4.4,4.4,1,0,0,0,0
3.963906527,1884,100000,10000000.0,2019,3,25,4.1,7.2,1,0,0,0,0
3.10147047,680,50000,10000000.0,2019,2,26,4.1,7.2,1,0,0,0,0
4.003690243,271,10000,10000000.0,2019,2,26,4.1,7.2,1,0,0,0,0
4.094202995,1380,100000,10000000.0,2019,2,26,4.1,7.2,1,0,0,0,0
3.991071463,112,10000,20000000.0,2018,5,24,4.1,2.0,1,0,0,0,0
3.888888836,18,1000,32000000.0,2018,3,12,4.1,5.0,1,0,0,0,0
3.333333254,3,1000,55000000.0,2018,11,15,4.4,2.6,1,0,0,0,0
4.88679266,53,1000,38000000.0,2017,11,1,4.0,2.1,1,0,0,0,1
4.199999809,5,500,31000000.0,2016,7,27,4.0,1.2,1,0,0,0,0
2.833333254,6,100,2200000.0,2016,4,13,4.1,1.0,1,0,0,0,0
4,8,1000,29000000.0,2016,7,27,4.0,1.2,1,0,0,0,0
3,3,50,14000000.0,2016,8,9,4.4,2.2,1,0,0,0,1
4.502626896,571,50000,15000000.0,2019,1,10,4.2,5.3,1,0,0,0,0
4.169688702,6011,1000000,37000000.0,2018,12,12,3.0,2.1,1,0,0,0,0
3.714285612,14,500,710000.0,2013,4,3,4.0,1.1,1,0,0,0,1
3.955251932,2123,10000,7100000.0,2014,10,9,2.3,1.0,0,0,1,0,1
4.425837517,209,1000,27000000.0,2017,6,13,4.0,1.1,0,1,0,0,1
4.258992672,139,1000,20000000.0,2018,6,11,4.1,4.2,1,0,0,0,1
3.93791914,13418,500000,8100000.0,2014,1,7,3.1,1.0,1,0,0,0,0
3.958904028,73,500,27000000.0,2017,11,10,4.4,1.0,0,1,0,0,1
3.495774746,1775,10000,8300000.0,2013,7,27,2.0,1.3,1,0,0,0,1
4.325933933,59012,1000000,8100000.0,2019,3,27,4.3,2.1,1,0,0,0,0
4.459596157,198,10000,5100000.0,2018,7,13,4.1,4.05466738559,1,0,0,0,0
4.383592129,451,10000,2100000.0,2019,2,21,4.0,1.1,1,0,0,0,0
4.577820778,514,1000,2400000.0,2019,1,5,4.0,1.7,1,0,0,0,1
4.56469202,36836,1000000,3600000.0,2019,3,20,4.1,1.2,1,0,0,0,0
4.499724388,34481,1000000,35000000.0,2019,2,22,4.1,3.1,1,0,0,0,0
1,1,1,4800000.0,2019,2,26,4.4,1.0,1,0,0,0,0
4.354166508,384,10000,58000000.0,2018,12,20,4.0,3.1,1,0,0,0,0
4.573409081,9522,500000,22455984.2626,2019,2,26,5.1,8.2,1,0,0,0,0
2.547169924,106,10000,22455984.2626,2018,7,23,4.05466738559,4.05466738559,1,0,0,0,0
3.837941408,2351,100000,35000000.0,2018,8,1,2.3,1.0,0,1,0,0,0
4.599999905,5,500,12000000.0,2016,8,16,4.0,1.1,1,0,0,0,0
3.810041189,42704,100000,7000000.0,2019,3,7,4.0,5.5,1,0,0,0,1
5,6,100,4100000.0,2016,10,4,4.0,3.8,1,0,0,0,0
4.490169525,234476,5000000,22455984.2626,2019,3,26,4.1,1.7,0,1,0,0,0
4.347410679,105771,5000000,13000000.0,2018,10,17,4.1,1.1,1,0,0,0,0
4.454545498,99,10000,40000000.0,2019,1,14,4.4,1.9,1,0,0,0,0
4.655555725,90,1000,42000000.0,2019,4,2,4.1,1.0,1,0,0,0,0
4.458026886,7338,100000,7400000.0,2019,3,22,4.1,1.2,1,0,0,0,0
4.49442625,1525,100000,23000000.0,2019,1,11,4.1,1.1,1,0,0,0,0
4.641304493,92,5000,32000000.0,2019,3,24,4.1,2.2,1,0,0,0,1
4.770384789,1533,10000,76000000.0,2018,2,22,4.0,6.5,1,0,0,0,1
4.443415642,972,500000,22455984.2626,2019,3,24,4.05466738559,4.05466738559,1,0,0,0,0
4.810811043,2442,50000,63000000.0,2019,3,24,4.0,7.0,1,0,0,0,1
4.909090996,11,1000,36000000.0,2019,3,24,4.1,2.2,1,0,0,0,1
4.732606888,1193,10000,22455984.2626,2019,3,24,4.05466738559,4.05466738559,1,0,0,0,1
4.509803772,51,5000,29000000.0,2019,3,1,4.0,1.4,1,0,0,0,1
4.848790169,496,10000,45000000.0,2019,3,24,4.1,2.3,1,0,0,0,1
4.527999878,125,10000,13000000.0,2017,11,10,4.1,2.8,1,0,0,0,0
3.87359333,89932,5000000,23000000.0,2019,3,15,4.4,1.3,0,1,0,0,0
4.472036362,7921,100000,24000000.0,2018,6,1,2.2,1.6,1,0,0,0,1
5,1,1000,3300000.0,2017,2,19,2.2,1.1,1,0,0,0,0
3.666666746,3,100,13000000.0,2018,3,28,4.0,1.0,1,0,0,0,1
4,15,5000,7500000.0,2018,4,1,4.1,1.0,1,0,0,0,1
4.78512001,117568,1000000,38000000.0,2018,7,5,4.0,1.5,1,0,0,0,0
4.876288891,97,500,4700.0,2012,7,30,2.1,1.0,1,0,0,0,1
4.268686771,3465,1000000,1300000.0,2014,7,22,2.1,2.3,1,0,0,0,0
4.878787994,33,100,4700.0,2012,7,30,2.1,1.0,1,0,0,0,1
5,47,100,4700.0,2012,7,30,2.1,1.0,1,0,0,0,1
3.756013632,291,10000,81000000.0,2019,3,14,4.0,3.0,0,1,0,0,0
4.647058964,17,500,230000.0,2014,10,22,2.1,4.0,1,0,0,0,1
4.481676102,5703,100000,17000.0,2014,1,15,2.1,81.0,1,0,0,0,1
4.098624706,2109,100000,93000.0,2013,8,8,2.1,8.0,1,0,0,0,0
4.627272606,110,1000,618000.0,2014,10,22,2.1,16.0,1,0,0,0,1
3.961117744,823,100000,7500000.0,2018,9,30,4.0,8.0,1,0,0,0,0
4.285714149,7,1000,3800000.0,2018,9,30,4.0,3.0,1,0,0,0,0
4.088377953,81355,1000000,43000000.0,2019,1,28,4.4,1.8,1,0,0,0,0
4.323553562,13429,1000000,19000000.0,2018,12,23,4.0,3.0,1,0,0,0,0
4.208306789,14229,1000000,10000000.0,2017,5,6,4.0,1.0,1,0,0,0,0
4.287055016,4156,100000,22455984.2626,2019,1,14,4.05466738559,4.05466738559,1,0,0,0,0
4.611610889,1223,10000,4700000.0,2018,11,7,4.0,1.2,0,0,1,0,1
4.474995613,857416,10000000,46000000.0,2018,11,30,4.0,7.1,0,1,0,0,0
3.908297062,229,10000,77000000.0,2018,5,24,5.0,2.0,1,0,0,0,0
4.01733017,113272,10000000,22455984.2626,2019,3,25,4.05466738559,4.05466738559,1,0,0,0,0
3.814925432,335,10000,22455984.2626,2018,3,10,4.05466738559,4.05466738559,1,0,0,0,1
4.031914711,470,10000,22455984.2626,2018,3,10,4.05466738559,4.05466738559,1,0,0,0,1
5,1,100,35000000.0,2018,4,20,4.4,1.2,1,0,0,0,1
4.171453476,23884,1000000,1100000.0,2010,12,2,2.1,1.1,1,0,0,0,0
4.775510311,98,10000,6200000.0,2018,11,26,4.4,8.0,1,0,0,0,0
4.842105389,19,5000,4200000.0,2018,8,10,4.0,1.0,1,0,0,0,0
4.75,64,10000,6400000.0,2018,9,11,4.4,8.0,1,0,0,0,0
4.035880089,4961,500000,7900000.0,2019,3,12,4.4,1.2,1,0,0,0,0
4.807127953,477,50000,11000000.0,2018,9,24,4.3,1.1,1,0,0,0,0
5,1,100,4200000.0,2019,1,31,4.0,1.3,1,0,0,0,0
4.599999905,10,500,3900000.0,2018,12,18,4.0,1.3,1,0,0,0,0
3.866396666,247,100000,84000000.0,2018,10,11,4.1,6.3,1,0,0,0,0
2.555555582,9,5000,9500000.0,2018,10,12,4.1,6.3,1,0,0,0,0
4.55725193,131,1000,675000.0,2014,6,8,2.3,1.1,1,0,0,0,1
4.713976383,17093,100000,22455984.2626,2019,3,28,4.05466738559,4.05466738559,1,0,0,0,1
4.242424011,33,5000,5000000.0,2019,3,30,4.0,1.2,1,0,0,0,0
3.736842155,19,1000,5100000.0,2019,3,28,4.0,1.0,1,0,0,0,0
4.263157845,19,5000,5900000.0,2019,3,25,4.0,1.0,1,0,0,0,0
4.15433073,8093,500000,5100000.0,2019,3,27,4.0,2.4,1,0,0,0,0
4.651926517,5970,500000,4900000.0,2019,2,6,4.1,1.1,1,0,0,0,0
4.264840126,219,5000,22455984.2626,2019,3,13,4.05466738559,4.05466738559,1,0,0,0,1
4.495495319,111,1000,22455984.2626,2019,3,13,4.05466738559,4.05466738559,1,0,0,0,1
4.277419567,155,1000,22455984.2626,2019,3,13,4.05466738559,4.05466738559,1,0,0,0,1
4.262422562,644,10000,22455984.2626,2018,11,17,4.05466738559,4.05466738559,1,0,0,0,1
4.348635197,806,10000,22455984.2626,2019,3,14,4.05466738559,4.05466738559,1,0,0,0,1
4.290322781,186,5000,22455984.2626,2019,3,15,4.05466738559,4.05466738559,1,0,0,0,1
4.337837696,74,1000,22455984.2626,2019,3,14,4.05466738559,4.05466738559,1,0,0,0,1
4.380952358,189,5000,22455984.2626,2019,3,13,4.05466738559,4.05466738559,1,0,0,0,1
4.323009014,226,5000,22455984.2626,2019,3,14,4.05466738559,4.05466738559,1,0,0,0,1
4.39264822,1197,10000,22455984.2626,2019,3,13,4.05466738559,4.05466738559,1,0,0,0,1
3,11,1000,12000000.0,2018,2,23,4.1,5.5,1,0,0,0,0
4.761904716,21,1000,9800000.0,2018,2,9,4.0,3.6,1,0,0,0,0
3.799999952,5,100,9200000.0,2018,1,18,4.0,3.6,1,0,0,0,0
3.779702902,808,50000,14000000.0,2015,4,23,2.3,1.0,1,0,0,0,1
4.275747299,602,100000,738000.0,2016,11,18,3.0,1.0,1,0,0,0,0
3.972894192,4464,1000000,14000000.0,2018,12,14,4.0,2.3,1,0,0,0,0
3.950381756,262,10000,28000000.0,2018,12,12,4.4,3.0,1,0,0,0,0
2.945701361,221,10000,32000000.0,2019,2,13,4.0,2.4,1,0,0,0,0
4.064052582,2576,100000,74000000.0,2019,3,5,5.0,3.5,1,0,0,0,0
3.060987473,1033,100000,22455984.2626,2019,3,21,4.1,4.05466738559,1,0,0,0,0
4.149683475,7743,1000000,5600000.0,2018,10,19,5.1,4.05466738559,1,0,0,0,0
4.272686958,6755,1000000,5400000.0,2018,8,6,4.1,20.0,1,0,0,0,0
4.682469368,14723,500000,57000000.0,2019,3,8,4.1,1.7,1,0,0,0,0
4.510638237,141,1000,33000000.0,2019,3,12,4.1,1.8,1,0,0,0,1
4.342722893,213,1000,45000000.0,2015,4,27,2.3,1.7,1,0,0,0,1
4.633802891,142,1000,11000000.0,2018,1,31,4.0,1.5,1,0,0,0,1
4.718450546,5111,50000,18000000.0,2018,1,31,4.0,1.5,1,0,0,0,1
4.571367264,2333,50000,8900000.0,2018,1,31,4.0,4.8,1,0,0,0,1
4.666666508,87,1000,9400000.0,2018,1,31,4.0,1.2,1,0,0,0,1
4.558139324,86,1000,9400000.0,2018,1,31,4.0,1.6,1,0,0,0,1
4.625329971,379,5000,11000000.0,2018,1,31,4.0,1.2,1,0,0,0,1
4.667057514,853,10000,9500000.0,2018,1,31,4.0,1.7,1,0,0,0,1
4.513274193,113,1000,14000000.0,2017,2,5,4.2,1.3,1,0,0,0,1
4.095597267,2385,1000000,1800000.0,2018,4,7,4.0,3.1,1,0,0,0,0
3.400465965,4722,100000,5700000.0,2015,12,7,4.0,1.5,1,0,0,0,1
4.714285851,14,500,10000000.0,2019,3,14,5.0,2.4,1,0,0,0,0
4.111111164,72,10000,13000000.0,2019,3,1,5.0,2.1,1,0,0,0,0
4.597873211,18994,1000000,39000000.0,2018,10,26,4.1,1.0,1,0,0,0,0
3.928104639,459,10000,49000.0,2017,2,2,2.2,2.1,0,0,0,1,0
4.668540955,26679,500000,22455984.2626,2019,3,19,4.05466738559,4.05466738559,1,0,0,0,1
4.727272511,66,1000,71000.0,2015,7,1,4.1,1.0,1,0,0,0,1
4.771784306,241,1000,60000.0,2015,7,1,4.1,1.0,1,0,0,0,1
3.987049103,1081,10000,470000.0,2015,8,22,4.3,1.0,1,0,0,0,1
4.458659649,2298,100000,508000.0,2018,2,22,4.1,1.2,1,0,0,0,0
4.819047451,105,1000,232000.0,2015,7,1,4.1,1.0,1,0,0,0,1
4.654249668,11436,100000,21000.0,2015,7,15,2.2,1.2,1,0,0,0,1
3.783783674,629,10000,22455984.2626,2018,4,7,4.1,1.0,1,0,0,0,1
4.600743771,11564,500000,30000000.0,2019,3,29,4.1,2.5,1,0,0,0,0
4.875,8,50,6600000.0,2017,4,21,2.3,3.3,1,0,0,0,1
4.536082268,388,50000,19000000.0,2019,4,1,4.1,1.6,1,0,0,0,0
4.876543045,81,100,6300000.0,2017,4,21,2.3,3.3,1,0,0,0,1
5,7,500,54000000.0,2018,11,23,4.0,1.0,1,0,0,0,1
3.5,2,100,59000000.0,2019,1,30,4.0,1.0,1,0,0,0,1
4.560184956,432,5000,32000000.0,2019,3,14,4.0,2.1,1,0,0,0,1
4.615991592,4815,500000,14000000.0,2018,10,31,4.2,2.2,1,0,0,0,0
4.840873241,8886,500000,18000000.0,2019,2,22,4.0,1.8,1,0,0,0,0
4.630701542,27295,1000000,12000000.0,2019,3,27,4.0,3.2,1,0,0,0,0
4.536405087,72559,500000,15000000.0,2016,12,20,4.0,1.6,1,0,0,0,1
4.628637314,54642,500000,13000000.0,2019,2,28,4.1,2.5,0,0,1,0,1
4.650409222,61818,100000,22455984.2626,2016,12,9,4.05466738559,4.05466738559,1,0,0,0,1
4.744661808,43507,500000,24000000.0,2017,3,28,4.4,1.1,0,1,0,0,1
4.499072552,539,5000,5900000.0,2018,6,4,4.0,1.0,0,1,0,0,1
4.637799263,24572,500000,8300000.0,2018,10,27,4.0,1.9,1,0,0,0,1
3.376712322,146,5000,2800000.0,2013,12,13,4.0,1.0,1,0,0,0,1
4.558718681,281,10000,10000000.0,2019,3,26,4.1,1.9,1,0,0,0,0
3.911864519,295,100000,7700000.0,2018,10,18,4.1,1.2,1,0,0,0,0
4.490160942,559,50000,21000000.0,2016,12,21,4.0,1.4,1,0,0,0,0
4.573770523,61,1000,109000.0,2018,8,6,4.0,3.0,1,0,0,0,1
4.615384579,13,500,108000.0,2018,8,6,4.0,3.0,1,0,0,0,1
4.583333492,12,500,108000.0,2018,8,6,4.0,3.0,1,0,0,0,1
4.745283127,106,1000,115000.0,2018,8,6,4.0,3.0,1,0,0,0,1
4.555555344,9,100,107000.0,2018,8,6,4.0,3.0,1,0,0,0,1
4.513513565,37,1000,108000.0,2018,8,6,4.0,3.0,1,0,0,0,1
4.64150095,71261,5000000,20000000.0,2019,4,1,4.4,4.05466738559,0,0,0,1,0
4.669613361,905,100000,12000000.0,2019,1,23,4.1,1.0,1,0,0,0,0
4.503540516,1271,10000,25000000.0,2018,11,15,4.4,1.0,1,0,0,0,1
4.112509251,13590,500000,11000000.0,2019,3,11,4.0,3.3,1,0,0,0,0
4.515151501,33,10000,7100000.0,2017,12,29,2.3,1.0,1,0,0,0,0
3.083333254,12,5000,7000000.0,2017,12,29,2.3,1.0,1,0,0,0,0
4.113289833,459,100000,2300000.0,2017,2,6,4.4,1.1,1,0,0,0,0
4.321578979,283072,10000000,20000000.0,2019,3,28,5.0,4.05466738559,1,0,0,0,0
4.596403599,3641252,1000000000,20000000.0,2019,4,2,4.4,50.0,1,0,0,0,0
3.077803135,437,10000,25000000.0,2017,10,27,4.0,3.6,1,0,0,0,1
2.84088707,1037,100000,25000000.0,2017,6,12,4.0,1.4,1,0,0,0,1
3.86153841,65,10000,29000000.0,2014,4,21,2.3,1.4,1,0,0,0,1
4,4,100,65000000.0,2018,12,21,4.1,1.1,1,0,0,0,1
3.539845705,389,10000,25000000.0,2016,9,16,4.0,3.0,1,0,0,0,1
3.863972425,2029,100000,24000000.0,2018,7,3,4.0,3.3,1,0,0,0,1
3.910505772,1028,10000,25000000.0,2018,3,22,4.1,2.3,0,0,1,0,1
3.875065088,1921,50000,19000000.0,2015,7,29,2.3,1.5,1,0,0,0,1
4.045454502,44,5000,24000000.0,2018,7,16,4.0,1.5,1,0,0,0,1
4.576271057,59,5000,6500000.0,2018,10,11,4.0,4.4,1,0,0,0,0
4.75,24,1000,5300000.0,2018,8,20,4.0,4.4,1,0,0,0,0
4.44067812,118,500,67000000.0,2018,11,12,4.1,3.0,1,0,0,0,1
4.380864143,1620,100000,4100000.0,2018,11,17,4.1,21.0,1,0,0,0,0
4.333333492,6,50,3300000.0,2018,10,26,4.0,2.5,1,0,0,0,0
4.300102711,973,5000,43000000.0,2013,12,17,2.3,1.0,1,0,0,0,1
4.097948551,1511,100000,65000000.0,2019,3,29,4.3,1.3,1,0,0,0,0
4.33107233,10614,500000,93000000.0,2018,3,1,4.1,1.2,1,0,0,0,0
4.760339737,2708,10000,1200000.0,2019,3,30,4.2,1.0,1,0,0,0,1
